US,2012,10,20,12.00,113.00,6,"Aircraft carrier USS George Washington passed through SCS and welcomed Vietnamese officials to visit the vessel"
CN/PH,2012,6,20,15.15,117.76,2,"Filipino fishing vessel sunken by Chinese vessel"
CN/VN,2012,5,16,16.67,112.33,5,"China arrested 2 Vietnamese fishing vessels"
ID/VN,2012,2,22,1.00,107.00,3,"Ministry of Maritime Affairs and Fisheries vessel arrested 3 Vietnamese fishing vessels in the Natunas. Two vessels brandished Indonesian flags but all their crew were of Vietnamese nationalities."
CN/ID,2013,3,,1.00,107.00,3,"Armed Chinese vessels confronted an Indonesian fisheries patrol boat and demanded the release of Chinese fishermen who had been apprehended"
CN,2013,2,1,12.00,113.00,6,"A Chinese People's Liberation Army (PLA) Navy fleet has entered the country's territorial waters in the South China Sea for patrol and training missions, military sources revealed Friday. Comprising the missile destroyer Qingdao and the missile frigates Yantai and Yancheng, the fleet entered the South China Sea at 11:40 am after taking about five hours to pass through the Bashi Channel."
CN/PH,2013,7,5,15.15,117.76,2,"An official of the Department of National Defense (DND) confirmed that Chinese ships have returned to Panatag (Scarborough) Shoal a few days after they left the area off Zambales in the West Philippine Sea."
ID/VN,2013,3,28,1.00,107.00,3,"Ministry of Maritime Affairs and Fisheries vessel arrested 4 Malaysian fishing vessels in the Natunas."
CN/VN,2013,3,13,16.67,112.33,5,"1 CCG chased 2 Vietnamese fishing vessels away"
CN,2013,6,23,12.00,113.00,6,"On June 14, 2013, China's first maritime police ships appeared in the South China Sea. Two Chinese maritime police ships sailed to the sea via Huangpu Military Academy. The ship numbers were ""China Maritime Police 3210"" and ""China Maritime Police 3102"". In addition to the two ships mentioned above, the ""Sea Monitoring 167 Ship"", ""Sea Monitoring 168 Ship"" and ""Sea Monitoring 169 Ship"" originally affiliated to the China Sea Monitoring South China Sea Corps have also been changed to ""China Maritime Police 3367"" and ""China ""Marine Police 3368"", ""China Maritime Police 3369"". These are the first large tonnage marine police ships after the establishment of the China Marine Police. Number description: The first is the sea area number: 1 for the North Sea, 2 for the East China Sea, and 3 for the South China Sea. The second place is the tonnage of the ship. The last two digits are the original number of the ship. If the ships of the sea monitor, fishery administration, customs, and maritime police encounter the same number, it may change. Places use five-digit numbers."
CN,2013,1,30,10.72,115.83,5,"China warships patrol SCS as a part of their exercise. Beihai Fleet conducted exercise near the Spartly islands"
CN,2013,2,18,12.00,113.00,6,"A fleet of Chinese marine surveillance ships departed from Guangzhou on Monday to carry out regular patrol missions in the South China Sea, according to the State Oceanic Administration (SOA). The fleet consists of the Haijian 84 and Haijian 72, an SOA statement issued on Wednesday said."
ID/MY,2013,3,27,1.00,107.00,3,"Ministry of Maritime Affairs and Fisheries vessel arrested 2 Vietnamese fishing vessels in the Natunas."
CN/VN,2013,7,7,16.67,112.33,5,"A Chinese ship chased 2 Vietnamese fishing vessels while these 2 ships were anchoring in the Paracel Islands"
CN/PH,2013,5,21,9.73,115.86,2,"Department of Foreign Affairs (DFA) spokesman Raul Hernandez confirmed that around 30 Chinese fishing vessels, including 3 Chinese government ships, have been sighted for more than a week at Ayungin Shoal, part of the Kalayaan Island Group off Palawan."
ID/MY,2013,3,24,1.00,107.00,3,"Ministry of Maritime Affairs and Fisheries vessels arrested 4 Malaysian fishing vessels in the Natunas on March 21 and 24, 2013."
CN/US,2013,12,5,12.00,113.00,6,"The Cowpens was watching China's Liaoning aircraft carrier when a Chinese warship approached the Cowpens at a distance of about 500m, forcing the Cowpens to change its direction to avoid collision"
CN,2013,3,8,16.67,112.33,5,"A marine surveillance fleet departed from Sanya in south China's Hainan Province Friday afternoon for regular patrols in the South China Sea. The team, consisting of three China Marine Surveillance (CMS) ships -- Haijian 83, Haijian 262, and Haijian 263, as well as Haijian B-7103 helicopter, will patrol waters around the Xisha Islands for nine days."
CN,2013,3,11,10.72,115.83,5,"Chinese Bureau of Fisheries vessels conducting operations in the SCS"
CN,2013,1,1,19.27,107.32,5,"2 Chinese maritime surveillance ships patrolled near the Tonkin Gulf"
CN/ID,2013,3,26,1.00,107.00,3,"Ministry of Maritime Affairs and Fisheries vessel arrested a Chinese fishing vessel in the Natunas and then a China Coast Guard ship managed to snatch it back."
CN,2013,12,27,12.00,113.00,6,"China for the first time sent a large patrol vessel equipped with a helicopter deck to the SCS"
CN,2013,2,14,12.00,113.00,6,"A Chinese maritime surveillance fleet patrolled SCS"
CN,2013,2,28,10.72,115.83,5,"A Chinese maritime surveillance fleet patrolled SCS"
CN/VN,2013,5,20,15.11,111.04,5,"Chinese ship No. 264 crashed twice into fishing boat QNg 90917 TS in VN's EEZ. The collision damaged the freeboard."
CN,2013,11,26,12.00,113.00,6,"Chinese aircraft carrier Liaoning conducted routine exercise in SCS"
CN,2013,3,10,16.67,112.33,5,"The Chinese maritime surveillance fleet, together with the B-7103 surveillance helicop, patrolled the Paracel Islands"
CN/VN,2013,3,20,16.67,112.73,2,"A CCG fired at a Vietnamese fishing vessel, burning its cabin"
PH/TW,2013,5,9,20.00,122.93,1,"Guang Da Xing No. 28 incident: Taiwanese fishing boat Guang Ta Xing No. 28. was strafed by Philippine coast guard personnel in overlapping waters of the two countries' (EEZs), resulting in the death of 65-year-old fisherman Hung Shih-chen"
CN,2013,1,23,16.45,111.51,4,"China maritime surveillance ships patrolled SCS. Haijian 84 and Haijian 74 patrolled South Paracel Islands. Haijian 262 and Haijian 263 patrolled near Tonkin Gulf"
CN/US,2013,,,12.00,113.00,6,"USS Cowpens had to change its direction to avoid collision when a Chinese landing craft ran across and stopped in front of the Cowpens at a distance of 460 m"
CN,2013,3,22,10.72,115.83,5,"China's largest fishery administration ship, the Yuzheng 312, begins its maiden patrol in the South China Sea on Friday. Departing from Guangzhou, it sailed to the Nansha Islands to carry out a law enforcement mission."
ID/MY,2014,11,14,1.00,107.00,3,"Indonesian Navy vessel arrested 1 Malaysian fishing vessel in the Natunas with its 6 Thai and 3 Myanmar crew."
CN/PH,2014,3,29,9.73,115.86,2,"The Philippines slammed China after two of its ships harassed a Philippine vessel in the disputed Ayungin Shoal in the West Philippine Sea (South China Sea)"
CN/VN,2014,6,7,15.07,111.07,2,"50-60 Chinese ships, including fishing ships and CCG ships set up and about to ram 20 Vietnamese fishing ships. VCG ships CSB 4032 and CSB 2015 supported Vietnamese fishing boats. After 1 hour, Chinese ships withdrew."
CN/VN,2014,6,23,15.56,111.58,2,"Chinese ships protecting Haiyang Shiyou 981 rammed 1 Vietnamese Fisheries Resources Surveillance ship, leaving the Vietnamese ship heavily damaged"
CN/PH,2014,5,6,8.90,116.28,2,"2 Chinese fishing vessels were intercepted by Philippines armed vessel. 11 Chinese fishermen were detained by Philippine police."
CN/VN,2014,5,31,15.56,111.58,2,"Chinese ships numbered 31, 44103, 45014, tug 285Ö prevented Vietnamese ships from approaching Haiyang Shiyou 981 and chased Vietnamese ship KN 951. Chinese tug 285 used water cannon on KN 951."
CN/VN,2014,6,7,15.56,111.58,2,"Chinese tug 281 rammed directly the left side of Vietnamese ship KN 635"
ID/VN,2014,10,31,1.00,107.00,3,"Indonesian Navy vessel arrested 3 Vietnamese fishing vessels in the Natunas."
ID/VN,2014,12,5,3.10,105.67,2,"Indonesia sank 3 Vietnamese fishing vessels which were detained 1 month ago. The fishermen were sent back to Vietnam."
CN,2014,6,18,15.56,111.58,2,"2 Chinese T43-class minesweepers at a distance of 18.5 nautical miles from the Haiyang Shiyou 981"
CN/VN,2014,7,6,16.42,112.70,1,"Vietnamese fishing boat was surrounded by Chinese vessels, then was sunken into by CCG boats"
CN/VN,2014,6,23,18.27,108.44,1,"China arrested a Vietnamese fishing vessel"
CN,2014,1,26,3.97,112.35,2,"Three Chinese ships patrolled the James Shoal, an area also claimed by Malaysia"
CN/VN,2014,6,1,16.67,112.33,5,"Chinese ship numbered 46001 followed Vietnamese ship CSB 2016 for 1 hour. At times 46001 was only 15-20 m from CSB 2016."
CN,2014,5,29,15.56,111.58,2,"2 Chinese ships used water canon on each other"
CN/VN,2014,5,3,15.98,110.99,1,"From May 3 to 7, Vietnam dispatched 36 vessels, including armed warships, to harass the rig and interrupt drillings, deliberately and rampantly ramming Chinese boats as many as 171 times. How a country should respond to such harassment in its own territory may vary, but China's response has not crossed any line."
CN/VN,2014,5,29,15.56,111.58,2,"About 31 Chinese ships, including ships numbered 31, 46001, and tug 242, approached Vietnamese ship KN 951"
CN/VN,2014,7,3,15.12,108.80,4,"A Chinese ship harassed 2 Vietnamese fishing ships and arrested 6 fishermen"
CN,2014,7,15,16.91,110.55,2,"Chinese fishing vessels escorting Haiyang Shiyou 981 moved towards Hainan island. China maintains about 70 - 75 ships protecting the rig, including 5 military ships, 16-18 tug boats, 17 - 18 cargo ships, and 32 -34 CCG ships."
CN/VN,2014,6,2,15.56,111.58,2,"Vietnamese ship CSB 2013 was threated by Chinese ships moving with high speed twice to prevent it from approaching the Haiyang Shiyou 981"
CN/VN,2014,6,2,15.56,111.58,2,"Chinese CCG vessel rammed into Vietnamese Coast Guard vessel, and used water cannon to attack"
CN/VN,2014,6,3,15.56,111.58,2,"4 Chinese ships moved with high speed to prevent VCG ship CSB 4032 from approaching the Haiyang Shiyou 981 from a distance of 8 nautical miles."
CN/VN,2014,6,16,15.56,111.58,2,"Chinese ship Haijian 2168 intentionally head towards Vietnamese ship KN 768. KN 768 changed its direction intome to avoid collision."
CN/VN,2014,6,25,15.05,111.06,1,"About 40 Chinese fishing vessels, supported by 2 CCG ships, prevented Vietnamese fishing vessels from approaching the Haiyang Shiyou 981 area"
CN,2014,1,,16.84,112.34,2,"Battleships from the PLA navy's South Sea Fleet, including the amphibian landing craft Changbaishan and the missile destroyers Haikou and Wuhan, set sail from ports in Guangdong and Hainan provinces on Monday. The group conducted patrols off the Xisha Islands, including Yongxing, Dongdao, Chenhang and Zhongjian, on Tuesday and Wednesday. Marines, backed up by helicopters, on board the Changbaishan conducted landing drills and counter-landing defense measures with garrisons stationed on the islands."
CN/VN,2014,6,18,16.67,112.33,5,"Chinese oil service ship no. 252 rammed Vietnam Fisheries Resources Surveillance ship"
CN/VN,2014,5,4,16.67,112.33,5,"Chinese CCG ship rammed and damaged Vietnamese maritime police ship"
CN/VN,2014,7,15,16.91,110.55,1,"Chinese oil rig Haiyang Shiyou 981 moved away from disputed waters off Vietnam, heading towards Hainan island"
ID/VN,2014,12,5,1.00,107.00,3,"Indonesian Navy ship arrested unknown and unnamed Vietnamese fishing vessel with 8 Vietnamese crew on-board in the Natunas."
ID/TH,2014,10,30,10.93,106.82,1,"Ministry of Maritime Affairs and Fisheries vessel arrested a Thai fishing vessel caught fishing illegally in the Natunas along with its 12 crew of Thai nationality. On its left hull, the ship used a different name (an Indonesian one): KM Natuna 28."
CN/VN,2014,6,3,15.56,111.58,2,"Vietnamese Coast Guard spotted Chinese missile destroyer around the area of HD-981"
CN/VN,2014,5,18,15.50,111.20,2,"VCG ship detected Chinese fishing vessels, protected by CCG ships, operating in the vicinity of Haiyang Shiyou 98"
MY/VN,2014,9,27,6.94,103.57,2,"MMEA arrested 2 Vietnamese fishing vessels for illegal fishing activities"
CN/VN,2014,7,14,15.56,111.58,2,"Chinese ships arranged in an extended horizontal array, then simultaneously accelerated to approach and threatened Vietnamese ships which entered the Haiyang Shiyou 981 area"
CN/VN,2014,5,12,15.50,111.20,2,"1 Vietnam Fisheries Resources Surveillance ship and 15 CCG ships used water cannon on each other for 1 hour"
CN/VN,2014,5,25,15.50,111.20,2,"Chinese ship chased and used water cannon on Vietnamese ship KN 22, injuring 4 crew members"
ID/TH,2014,3,8,1.00,107.00,3,"Indonesian Navy patrol ship arrested 2 Thai fishing vessels (1 Indonesian flagged with all Thai crew) in the Natunas. En route to the Tarempa Naval Base, Sor Nattya 7 turned off its light and escaped. Two of Indonesian Naval officers were killed and their body dumped into the ocean."
CN/VN,2014,5,13,15.50,111.20,2,"Chinese ship rammed Vietnamese fishing vessel, damaging the vessel"
CN/VN,2014,6,1,15.56,111.58,2,"2 Chinese ships 46001 and 46105 prevented Vietnamese ship CSB 2016 from rescueing a Vietnam Fisheries Resources Surveillance ship being sprayed water cannon nearby. 46105 accelerated and used water cannon on CSB 2016, then rammed into the ship, leaving the ship heavily damaged."
CN/VN,2014,8,15,16.84,112.34,2,"Vietnamese fishing vessel attacked by two rubber canoes"
ID/TH,2014,11,4,2.16,107.19,1,"Indonesian Navy vessel arrested 1 Thai fishing vessel in the Natunas with its crew of 7 Thai and 5 Indonesian nationalities."
CN,2014,6,24,15.56,111.58,2,"Chinese ships arranged in arc array to protect Haiyang Shiyou 981 within 10 - 11 nautical miles limit. There were 102 - 108 Chinese ships protecting the oil rig, including 6 military ships"
CN/VN,2014,6,22,15.56,111.58,2,"China maintained 133-137 ships protecting the Haiyang Shiyou 981. Chinese ships prevented Vietnamese ships from approaching Haiyang Shiyou 981, preparing to ram and use water canon on Vietnamese ships at the distance of 10 - 12 nautical miles from the oil rig. Chinese ships approached Vietnamese ships at the minimum distance of 30m."
CN/VN,2014,7,11,15.56,111.58,2,"China deployed 7 more ships to protect the Haiyang Shiyou 981. Chinese ships in the area amounted to 103 - 110 ships."
CN/VN,2014,6,24,15.56,111.58,2,"Chinese ships prevented Vietnamese ships from approaching Haiyang Shiyou 981. Chinese tug 32 approached Vietnamse ship KN-951 at the distance of 100m, and Chinese tug 284 approached the Vietnamese ship at the minimum distance of 10m."
CN/VN,2014,6,17,15.56,111.58,2,"Chinese fishing vessels, supported by Haijing 46102, prevented Vietnamese ship."
CN,2014,6,22,15.24,111.02,1,"54 Chinese fishing vessels, supported by Haijing 46102, operated in Vietnamese traditional fishing grounds in the Paracels"
CN,2014,6,25,15.56,111.58,2,"Chinese deployed 20 more ships to protect Haiyang Shiyou 981 (compared to the previous day). There was a total of 117 - 123 Chinese ships, including 41 - 43 CCG ships, 13 -15 cargo ships. 17 - 18 tugs, 40 iron-clad fishing ships, and 6 military ships."
CN/PH,2014,1,27,15.15,117.76,2,"1 CCG used water cannon to chase Philippines fishermen away in disputed waters. Philippines did not provide more details"
CN/VN,2014,6,29,15.05,111.06,1,"About 34 iron-clad fishing vessels, supported by 2 Chinese maritime vessels closely followed, prevented, and threatened Vietnamese fishing vessels"
CN/VN,2014,5,29,15.56,111.58,2,"Chinese CCG ships used water canon on Vietnamese ship when it approached the Haiyang Shiyou 981"
CN,2014,6,17,15.56,111.58,2,"China deployed 17 more ships to protect the Haiyang Shiyou 981, raising the number of ships to 136, including 37 - 39 CCG ships, 12 - 14 cargo ships, 18 - 20 tugs, 50 58 fishing vessels, and 5 military ships."
CN/PH,2014,1,24,15.15,117.76,2,"In Bajo de Masinloc, the Armed Forces of the Philippines (AFP) reported that they sighted 3 Coast Guard vessels of the Chinese in the shoal but there are also 7 fishing boats belonging to the Philippines"
CN/VN,2014,5,26,15.30,110.99,1,"Chinese fishing vessel rammed and sunk Vietnamese fishing vessel in southwest of Haiyang Shiyou 981, 17 nautical miles from the rig"
CN/VN,2014,5,25,15.50,111.20,2,"Chinese ships chased and threatened Vietnamese Fisheries Resources Surveillance ships"
ID/TH,2014,11,19,1.00,107.00,3,"Ministry of Maritime Affairs and Fisheries vessel arrested five fishing vessels with no know flag along with their crew who were all of Thai nationality in the Natunas."
CN/VN,2014,5,16,16.84,112.34,2,"Chinese CCG ship attacked Vietnamese fishing ship, damaged its asset, beat its crew, injured 2 crew members, and arrested the ship."
CN/VN,2014,,,12.00,113.00,6,"China mobilized over 120 ships to crash into Vietnamese ships"
VN,2014,6,4,18.83,105.86,1,"Vietnamese fishing vessel was rammed and sunken by foreign ship"
VN,2014,10,26,17.00,108.67,1,"Vietnamese fishing vessel was sunken by foreign ship"
CN/VN,2014,5,23,15.50,111.20,2,"3 Chinese ships chased and used water canon on Vietnamese ship"
CN/VN,2014,6,21,15.56,111.58,2,"Chinese ship Haijian 2168 moved at its highest speed, approaching Vietnamese ship CSB 4032, intending to ram and use water cannon on the ship. The minimum distance between 2 ships were 30 m."
CN/PH,2014,3,9,9.73,115.86,2,"The Chinese Coast Guard drove away two Philippine ships from the shoal, a tiny group of islets and reefs in the Spratly Islands chain."
CN/VN,2014,8,14,16.67,112.33,5,"Vietnamese fishing vessel robbed by 2 Chinese vessels"
ID/JP/PH/RU/VN,2014,3,31,1.00,107.00,3,"Exercise Komodo 2014 on SCS"
CN/VN,2014,6,18,15.56,111.58,2,"Chinese ships prevented Vietnam Fisheries Resources Surveillance ship from approaching the Haiyang Shiyou 981 at a distance of 9.8 nautical miles. Haijing 3383 closely followed Vietnamese ships at a distance of 6 nautical miles."
CN/VN,2014,6,14,16.67,112.33,5,"Chinese warships, including minesweeper 839, prevented Vietnamese ships from approaching Haiyan Shiyou 981"
CN/VN,2014,5,30,15.56,111.58,2,"China reduced 5 ships in the Haiyang Shiyou 981 area. There was 117 ships, including 33 CCG ships, 17 tugs, 13 cargo ships, 50 iron-clad fishing vessels, and 4 military ships"
CN/VN,2014,6,14,15.44,111.62,1,"Chinese ships prevented Vietnamese law enforcement ships from approaching Haiyang Shiyou 981"
CN/VN,2014,5,7,16.42,112.73,1,"2 Chinese ships chased and rammed a Vietnamese fishing vessel"
CN/VN,2014,5,14,16.67,112.33,5,"Chinese fishing vessel rammed Vietnamese fishing vessel"
CN/PH,2014,8,17,11.33,116.83,3,"The Philippines slammed China for conducting regular ìsovereignty patrolsî in the South China Sea by deploying ships with the sole purpose of staking Beijing's claim in the disputed waters."
CN/VN,2014,5,24,15.50,111.20,2,"Chinese iron-clad fishing vessels and tugs rammed and used water cannon on 8 Vietnamese law enforcement ships, damaging the ships and injured 3 members of Vietnamese Fisheries Resources Surveillance."
CN/PH,2015,1,22,15.15,117.76,2,"A Chinese Maritime Police vessel rammed 3 Filipino fishing vessels"
CN/PH,2015,5,21,10.92,114.08,2,"A Chinese warship stationed near Subi reef in a disputed part of the South China Sea aimed a ìpowerful lightî at a Philippine military plane on a maritime patrol"
CN/VN,2015,3,19,16.04,111.85,2,"A Vietnamese fishing vessel was attacked and robbed by a Chinese ship while waiting to be towed out of the stranded area."
CN/PH,2015,4,19,10.92,114.08,2,"A Chinese Navy frigate on Sunday, April 19, ordered a Philippine Air Force (PAF) on patrol in the West Philippine Sea (South China Sea) to stay away from the Chinese-occupied Subi (Zamora) Reef."
ID/TH,2015,2,16,1.00,107.00,3,"Ministry of Maritime Affairs and Fisheries vessel arrested 2 Thai fishing vessels in the Natunas."
PH/US,2015,7,20,14.80,119.75,1,"A United States Navy ship on its way to Subic rescued 11 Filipino fishermen from Pangasinan who were earlier reported missing off the West Philippine Sea (South China Sea)."
CN,2015,5,,16.05,114.48,3,"A newly commissioned vessel in China's southernmost city of Sansha completed its first patrol in the waters around the nation's Zhongsha Islands. Sansha's number one law enforcement ship left Yongxing Island, where Sansha city is located, on Sunday. It arrived in Wenchang, Hainan province, on Monday afternoon after a 660-nautical mile trip. During its patrol, the vessel drove away boats that were in violation of a fishing ban related to the waters around the Zhongsha Islands, according to Liu Kun, a senior law enforcement officer. The ban started on May 16 in waters in the South China Sea, and will end on Aug 1."
PH/TW,2015,5,25,21.00,122.07,1,"PCG apprehended the Taiwanese fishing boat ìMin Jiang Tsai 6î.The Philippine ship was towing the fishing boat when Taiwan Coast Guard Cutter 118 appeared, blocked its path and demanded the release of Min Jiang Tsai 6. After a four-hour standoff, the PCG operatives released the Taiwanese fishing boat."
CN,2015,1,5,10.72,115.83,5,"China deployed its largest replenishment ship Shansha 1 to replenish islands in SCS"
ID/VN,2015,7,26,1.00,107.00,3,"Indonesian Navy vessel arrested 2 Vietnamese fishing vessels in the Natunas."
CN,2015,8,26,17.14,110.01,1,"Chinese oil rig stationed 110nm off the coast of Vietnam"
PH/VN,2015,11,26,9.35,115.45,1,"A (2?) foreign vessel approached a Vietnamese fishing vessel. Its armed crew entered the Vietnamese vessel and shot a crew member dead."
CN/VN,2015,6,8,7.26,100.86,1,"Chinese survey vessel Binhai 517 left Vietnamese waters"
PH/TW,2015,5,7,20.89,121.88,1,"Taiwanese fishing boat was intercepted by the PCG. The boat was turned over to BFAR and released on May 13 after paying a fine of $50,000."
ID/TH,2015,5,2,1.00,107.00,3,"Indonesian Navy ship arrested 5 foreign fishing vessels with 65 crews of Thai nationality on-board in the Natunas."
CN/VN,2015,9,29,16.53,111.58,1,"Chinese fisheries surveillance vessel chased and rammed Vietnamese fishing vessel, beat its crew and robbed the vessel"
ID/TH,2015,4,12,1.00,107.00,3,"Indonesian Navy ship arrested 2 Thai fishing vessels in the Natunas and escorted them to Tarempa Naval Base."
CN/VN,2015,7,9,16.87,112.55,1,"Chinese ship chased, rammed, and sank Vietnamese fishing vessel"
ID/VN,2015,6,27,1.00,107.00,3,"Marine Police vessel arrested 2 Vietnamese fishing vessels in the Natuna caught using trawl along with their 24 crew on-board in the Natunas."
JP/US,2015,10,28,7.03,116.75,2,"Japan and US conducted joint exercises"
US,2015,10,27,10.92,114.08,2,"USS Lassen sailed within 12nm of artificial islands in the disputed waters"
CN/VN,2015,3,9,10.72,115.83,5,"Vietnamese fishing vessels being chased out of the fishing zone"
CN/VN,2015,6,7,16.67,112.33,5,"A Vietnamese fishing vessel was attacked by a Chinese vessel using water cannon"
ID/VN,2015,9,7,1.00,107.00,3,"Ministry of Maritime Affairs and Fisheries vessel arrested 4 Vietnamese fishing vessels in the Natunas."
CN/VN,2015,6,6,18.39,108.56,1,"4 Chinese ships arrested 2 Vietnamese fishing vessels"
US,2015,7,9,12.00,113.00,6,"USS Fort Worth partnered with USS Lassen to conduct their first combined South China Sea presence operations"
ID/VN,2015,3,14,1.00,107.00,3,"Ministry of Maritime Affairs and Fisheries vessel arrested 4 Vietnamese fishing vessels using pair trawl near the Island of Serasan in the Natuna Islands."
CN/VN,2015,11,13,10.53,113.51,1,"Chinese ships blocked Vietnamese replenishment ship's way, forcing the ship to change its direction"
CN/VN,2015,6,10,16.04,112.51,2,"4 Chinese CCG ships attacked a Vietnamese fishing vessel and took its aquatic products"
CN/VN,2015,10,,16.67,112.33,5,"2 Chinese maritime police ships prevented Vietnamese rescue ship SAR 412 from rescuing fishermen"
CN,2015,7,22,18.25,109.51,2,"China conducted exercises in Hainan's area and Paracel Islands from July 22 - 31 2015"
CN,2015,7,28,12.00,113.00,6,"China conducted air and sea drills in the South China Sea"
ID/VN,2015,8,11,1.00,107.00,3,"In the Natunas, Indonesian Navy ship arrested a Mongolian-flagged ship from Vietnam that was suspected to be engaging in piracy earlier in the Malacca Strait. (i.e. stealing a Singapore ship MT Joaquim on August 8)"
ID/MY/PH/TH/VN,2015,8,18,12.00,113.00,6,"Indonesia sank 34 foreign vessels caught fishing illegally in Indonesian waters, including vessels of Vietnam, Thailand, Philippines, Malaysia"
CN/PH,2015,1,29,15.15,117.76,2,"A Chinese coast guard ship rammed three Philippine fishing boats"
CN/VN,2015,5,27,15.00,112.00,1,"A Vietnamese fishing vessel was attacked by a Chinese vessel using water cannon"
CN,2015,6,6,10.30,108.71,1,"Chinese survey vessel Binhai 517 detected in Binh Thuan waters."
ID/VN,2015,3,27,5.88,106.54,1,"Indonesian Navy vessel arrested 2 Vietnamese fishing vessels in the Natunas."
CN,2015,12,16,12.00,113.00,6,"China conducted exercises in the SCS"
ID/VN,2015,1,25,1.00,107.00,3,"Ministry of Maritime Affairs and Fisheries vessels arrested 4 Vietnamese fishing vessels in the Natunas."
ID/VN,2015,4,24,1.00,107.00,3,"Indonesian Navy ship arrested 3 Vietnamese fishing vessels along with their 35 crew on-board at the Natunas."
ID/VN,2015,9,,1.00,107.00,3,"Marine Police vessel arrested 1 Vietnamese fishing vessel in the Natunas in late September 2015."
ID/VN,2016,10,6,1.00,107.00,3,"In the midst of a visit by the Indonesian president, a Navy vessel arrested 4 Vietnamese fishing vessels engaging in IUU fishing in the Natunas."
